x,y
101,84
104,231
185,134
246,245
4,134
155,242
232,14
212,66
244,135
212,4
122,134
232,33
102,52
102,207
216,137
56,109
123,109
127,242
110,19
182,242
169,245
213,243
25,108
136,141
209,225
211,190
234,201
205,205
200,23
169,54
31,128
31,5
51,4
10,56
12,67
23,49
30,48
4,54
32,98
117,76
30,184
15,183
14,195
14,189
21,251
3,239
51,243
242,229
180,196
154,191
167,192
138,209
230,193
135,167
238,96
52,57
42,16
37,48
17,48
14,40
57,136
75,143
51,193
72,213
143,198
195,191
150,46
159,57
161,63
160,75
159,81
151,70
136,40
176,186
252,158
148,201
