x,y
200,98
230,139
236,133
246,115
248,155
252,71
246,64
251,50
236,18
219,6
188,17
179,9
194,27
206,30
217,45
230,55
226,69
199,52
190,43
191,37
184,52
176,57
181,83
203,86
175,71
232,204
181,157
145,181
135,175
113,186
111,156
67,213
50,197
56,186
83,209
88,214
96,217
87,229
117,211
122,200
119,229
110,236
97,238
103,245
108,251
131,247
142,239
153,229
152,210
169,215
172,226
191,228
182,249
219,255
230,255
202,241
213,239
222,220
215,228
221,225
75,202
6,157
14,172
34,170
24,154
35,148
30,125
55,145
83,112
39,100
8,132
6,107
17,82
31,58
50,53
7,40
20,63
36,50
61,9
68,35
85,31
96,19
117,27
132,19
138,6
145,13
154,11
161,6
143,64
141,57
153,55
141,75
124,77
91,82
128,39
103,42
90,49
80,76
75,73
75,66
73,62
149,134
117,131
210,189
240,195
