x,y
14,234
44,234
21,222
9,223
66,227
79,224
82,235
114,234
117,243
120,253
129,247
125,244
142,230
103,227
166,227
177,227
182,243
162,245
199,232
227,211
234,217
232,235
235,227
239,184
223,191
209,193
190,202
173,205
169,178
150,183
125,181
111,204
78,203
52,204
58,201
34,201
35,190
48,188
148,147
146,130
146,115
140,97
101,122
110,121
118,133
120,149
13,145
33,128
18,127
8,117
23,121
58,119
59,91
185,70
175,82
168,72
239,34
154,53
140,77
137,61
134,44
135,34
131,20
110,43
115,64
56,68
58,75
59,81
47,99
40,90
37,123
14,37
52,32
52,41
53,17
60,21
68,18
97,11
101,52
106,103
83,145
202,5
