x,y
187,86
47,87
67,179
50,149
69,142
69,34
69,115
184,240
184,146
186,28
69,55
50,237
49,3
47,182
69,11
184,114
53,205
184,182
184,209
31,247
38,167
76,246
73,223
123,239
169,185
50,22
76,82
121,139
130,149
152,132
207,61
221,121
248,121
245,151
219,196
124,39
132,16
120,16
39,230
32,4
43,61
41,78
52,84
5,64
39,123
32,129
1,133
38,196
79,206
102,250
116,253
101,224
111,222
126,232
124,224
134,231
123,213
129,202
139,214
128,157
124,173
136,165
141,186
127,119
128,107
130,139
141,15
125,91
252,46
72,233
200,195
220,93
50,110
88,136
110,140
86,189
181,57
215,183
216,141
