x,y
5,20
38,24
32,12
35,32
48,30
82,33
109,46
97,55
110,57
123,46
124,33
107,27
101,23
101,15
94,6
111,9
119,16
126,4
147,25
138,47
141,39
161,9
174,13
160,16
202,16
214,25
239,19
229,34
223,39
227,48
233,58
235,68
248,61
244,75
246,82
246,103
232,104
218,111
221,101
204,83
193,62
166,53
151,66
147,72
159,72
177,75
167,79
159,94
188,96
183,119
208,113
200,121
207,126
222,122
235,124
231,119
222,130
222,137
215,130
201,133
209,138
217,144
229,151
235,136
243,148
253,130
241,160
250,183
243,183
236,197
236,174
230,165
235,187
235,187
253,199
254,212
254,204
241,224
233,244
220,215
211,192
213,185
210,155
186,150
178,155
172,166
185,165
190,174
179,181
173,193
175,216
214,246
236,236
177,134
161,120
167,126
162,132
155,137
153,83
152,96
150,106
146,189
131,150
158,151
116,130
141,130
135,112
107,107
113,90
101,79
87,76
64,67
65,53
62,36
57,48
44,64
40,77
54,70
30,68
17,70
12,61
22,54
18,16
47,88
76,103
80,129
89,91
107,157
92,166
107,175
127,203
107,190
89,185
92,199
84,194
177,244
151,236
157,222
142,228
135,233
127,231
133,213
117,227
97,216
6,205
28,222
15,220
19,226
16,244
7,232
30,234
40,224
73,228
70,240
65,251
84,251
109,254
120,242
133,248
143,251
159,254
106,236
101,242
97,230
103,221
42,252
53,236
24,254
17,254
153,214
38,48
46,41
5,50
176,234
187,211
188,220
