x,y
206,15
224,16
209,197
155,76
153,89
111,98
97,80
92,79
150,159
154,185
124,150
97,218
115,193
155,174
75,152
219,240
251,225
251,235
105,126
117,121
122,123
142,119
153,19
154,32
136,19
145,18
107,30
113,21
102,39
103,45
89,20
64,18
46,15
34,18
7,24
57,52
68,64
53,63
61,66
82,66
97,66
88,66
112,65
121,57
62,78
59,84
53,84
6,76
17,77
85,78
70,77
103,18
149,83
151,69
135,69
1,96
14,107
15,119
57,122
61,127
54,99
9,151
16,152
22,149
34,154
46,150
66,148
54,162
106,151
116,167
94,182
11,254
56,251
62,215
31,236
18,205
27,199
35,199
32,206
54,198
41,196
4,183
4,172
104,252
110,252
121,254
145,254
131,255
219,228
230,4
214,3
215,24
240,13
238,4
8,49
49,67
41,69
50,181
90,252
15,192
13,170
90,150
68,131
128,124
27,74
99,86
83,17
71,20
109,87
47,49
11,24
