x,y
109,90
242,177
119,187
71,251
38,60
203,28
165,180
47,40
188,5
216,216
67,155
19,52
115,3
2,186
211,226
27,29
179,157
187,107
98,127
6,243
68,180
185,146
220,16
48,143
252,241
167,67
103,34
108,129
240,167
52,125
41,17
204,165
144,163
104,15
8,47
51,162
60,7
36,108
148,126
31,133
57,49
196,132
93,254
212,117
11,165
201,218
168,167
63,20
203,76
253,13
23,235
182,190
241,8
118,25
116,44
124,62
125,54
120,34
112,34
134,53
135,63
147,74
127,80
120,84
109,79
108,102
103,92
117,107
77,141
156,89
156,100
163,112
162,128
162,138
162,145
161,151
156,166
176,176
189,182
195,194
187,169
190,160
220,164
250,177
231,177
221,197
212,200
178,115
172,62
177,73
186,83
193,91
198,83
199,102
176,53
166,49
156,45
158,35
160,27
164,16
174,13
164,4
233,8
248,34
226,212
229,226
239,241
233,254
193,249
163,242
158,234
151,249
138,209
150,206
154,197
133,160
134,143
176,203
167,200
163,215
177,219
173,224
190,231
191,215
206,242
208,252
212,235
16,253
6,208
3,155
18,138
41,127
54,153
108,54
5,109
102,206
104,120
100,151
246,200
9,129
2,134
