x,y
86,106
79,112
74,105
77,101
159,98
176,99
217,97
233,100
239,120
240,134
239,145
208,119
198,117
130,115
127,124
117,111
129,133
144,184
131,166
125,161
121,167
131,173
122,177
168,167
95,203
108,205
207,199
192,136
82,96
172,152
216,235
199,236
245,235
243,221
224,222
174,255
102,227
133,251
132,238
158,200
76,202
167,189
170,203
161,212
169,179
212,168
179,193
164,76
227,76
232,75
253,77
171,78
128,79
64,248
66,234
41,247
40,222
25,199
58,197
19,167
10,117
9,103
23,93
28,85
32,78
62,78
55,72
48,71
56,123
65,115
31,47
21,46
126,36
127,64
149,57
192,40
194,60
176,2
140,4
150,2
155,2
164,2
193,3
225,70
214,225
209,221
202,225
189,225
181,226
151,204
95,76
118,79
194,98
200,44
101,125
136,158
130,152
65,158
190,194
165,175
