x,y
39,40
202,90
14,25
222,68
89,180
185,71
18,52
155,31
44,210
183,14
69,192
174,121
104,194
44,240
234,126
140,15
60,27
157,140
191,31
64,224
249,146
171,53
204,47
190,141
82,8
86,212
125,184
147,169
172,154
214,129
130,150
110,162
26,222
9,235
195,107
114,65
143,64
98,104
111,109
62,72
11,135
80,19
6,164
246,15
86,122
53,140
43,133
72,133
172,101
179,109
99,41
189,221
80,221
88,234
85,90
79,92
70,87
28,112
29,123
43,177
10,69
4,62
33,87
35,93
47,102
20,108
7,120
13,113
52,108
63,103
68,100
74,175
80,172
90,168
93,164
94,174
27,198
28,204
28,209
35,206
15,181
16,149
8,157
102,16
100,7
219,3
229,1
218,51
125,81
205,177
209,181
214,186
197,190
230,168
198,159
175,212
177,216
193,222
182,230
172,234
162,224
57,193
154,228
159,204
162,208
116,251
170,108
107,25
87,30
67,39
11,106
27,156
32,160
9,174
21,249
