x,y
227,88
219,97
225,129
254,118
156,131
167,115
179,146
179,154
219,188
106,193
183,188
232,216
235,233
235,243
110,247
113,239
161,242
229,252
197,39
174,39
39,36
47,46
48,59
8,57
14,72
62,7
76,2
90,39
14,106
36,93
82,76
99,87
109,130
106,66
126,66
202,66
221,65
242,23
56,245
70,253
17,151
11,192
16,171
45,163
31,226
67,200
100,136
92,14
82,25
97,40
31,28
153,30
160,15
8,125
16,135
46,87
32,168
55,152
59,163
58,172
68,149
75,146
83,145
91,143
107,171
143,189
99,114
111,84
111,118
102,124
125,132
174,127
189,81
236,71
245,133
228,163
182,69
205,228
113,221
