x,y
2,174
119,96
171,182
161,247
210,65
229,51
100,137
89,251
128,29
103,28
186,200
90,15
174,235
61,191
94,226
68,161
23,174
116,46
223,245
156,63
90,146
245,207
147,148
226,198
47,200
144,48
95,141
13,131
79,234
137,32
147,22
209,28
230,19
220,5
139,245
80,205
119,214
137,191
86,85
29,11
38,42
21,56
190,191
195,200
236,153
241,165
226,218
129,120
139,115
144,112
150,107
80,127
56,147
139,78
180,52
236,98
249,129
224,49
231,44
68,16
25,149
105,3
198,206
68,138
72,136
61,172
251,45
28,135
17,119
139,174
134,130
209,164
200,171
191,175
210,168
173,215
163,203
156,192
145,188
72,232
50,242
253,14
199,117
208,121
211,127
213,137
