x,y
122,90
130,90
97,250
223,140
170,129
212,84
213,92
203,88
173,81
225,214
228,243
147,214
121,218
119,190
169,184
121,139
124,111
129,111
133,168
253,204
250,149
93,57
93,74
92,99
94,226
76,249
75,147
91,178
171,32
174,48
177,65
132,57
144,61
122,64
122,11
225,14
255,40
254,60
173,12
161,11
44,3
43,48
44,21
139,67
33,98
32,74
34,149
41,151
41,125
43,97
43,245
22,183
35,183
34,196
35,212
37,223
30,231
25,237
17,241
11,251
7,194
37,251
37,238
38,243
81,2
120,37
76,198
51,178
42,176
11,187
92,126
173,188
177,222
181,249
217,237
212,192
124,3
143,15
158,63
167,62
177,116
206,143
163,38
201,59
