x,y
14,234
44,234
21,222
9,223
66,227
79,224
82,235
107,240
117,243
116,253
125,244
135,227
103,227
166,227
177,227
179,242
159,244
199,232
223,212
234,217
230,237
229,229
239,184
223,191
209,193
190,202
173,205
166,178
147,182
125,181
111,204
78,203
52,204
58,201
34,201
35,190
48,188
143,148
141,130
141,115
136,98
101,122
110,121
118,133
120,149
13,145
4,142
29,129
12,125
8,117
19,121
58,119
59,91
180,71
170,81
168,72
223,33
143,53
135,77
132,61
129,44
130,34
126,20
106,44
109,62
93,54
94,38
93,14
210,5
234,3
196,6
188,4
158,5
92,3
56,68
58,75
59,81
47,99
40,90
13,63
10,58
1,38
8,32
11,36
41,32
47,41
53,50
36,26
53,17
60,21
68,18
