x,y
191,146
20,45
19,25
40,76
221,22
212,120
38,228
17,62
124,116
211,153
192,6
2,213
17,152
189,105
191,122
19,3
20,14
78,81
16,235
18,115
209,170
188,196
213,181
193,57
18,86
17,209
39,242
86,141
192,35
35,44
37,61
73,180
38,180
37,201
40,92
5,89
3,191
11,212
89,42
103,43
111,60
105,69
91,92
91,80
89,20
96,103
105,124
86,162
169,168
162,216
172,215
184,171
123,144
184,157
147,89
149,40
164,36
220,8
224,14
222,34
218,70
251,49
213,196
254,135
223,166
211,239
211,104
178,9
168,13
160,13
152,12
49,19
96,1
85,9
119,2
112,22
54,78
112,31
11,38
6,41
11,46
3,63
12,53
68,42
113,49
50,56
89,63
108,54
114,41
18,175
85,127
60,147
108,113
133,119
8,247
71,224
81,224
69,234
139,210
250,153
216,79
213,56
185,14
51,7
69,12
40,29
153,93
134,144
136,156
122,193
63,253
183,217
217,230
217,211
143,165
185,151
213,50
221,55
213,43
213,22
213,8
226,42
193,20
175,64
142,34
62,187
95,188
94,155
9,99
71,76
76,76
