x,y
255,1
254,66
121,218
128,218
126,226
55,23
30,30
23,36
13,48
48,61
144,3
95,38
170,3
179,3
171,9
189,7
103,26
102,30
102,34
111,37
133,35
141,40
136,47
139,57
144,53
139,50
140,64
169,68
119,66
89,64
85,66
53,12
143,80
19,82
11,75
211,3
210,9
170,91
170,98
176,104
137,86
139,98
117,95
106,95
98,97
151,84
241,120
240,127
249,68
182,97
200,96
208,89
204,86
209,101
203,104
185,67
144,62
136,142
164,134
161,129
174,126
204,129
141,185
111,180
121,181
91,151
31,151
22,158
156,137
153,130
159,144
89,161
94,183
101,184
110,189
192,180
237,155
241,176
242,186
242,168
202,245
197,252
176,253
175,242
252,154
197,155
4,164
16,176
15,216
11,220
14,224
3,244
9,247
31,244
38,223
83,188
23,182
36,23
135,153
