x,y
221,107
92,107
195,128
98,127
54,234
151,105
191,106
253,107
112,146
129,127
5,125
253,127
69,106
86,251
182,232
249,253
36,107
239,107
30,228
66,128
150,233
44,16
167,170
161,179
11,183
22,181
63,175
213,139
47,251
86,56
35,48
156,8
15,47
11,54
1,50
52,48
52,38
62,41
58,12
229,48
224,49
217,49
204,33
195,50
202,53
143,82
114,48
147,55
153,55
195,55
18,94
81,136
32,182
49,188
50,197
53,178
76,179
86,183
82,197
116,169
124,176
127,182
111,204
105,226
106,182
140,174
204,177
229,182
178,180
226,201
227,207
137,186
103,8
146,18
112,40
4,83
1,101
1,135
14,134
18,60
164,149
220,22
183,96
176,96
208,50
205,46
19,100
41,184
18,212
96,182
