x,y
209,247
135,174
122,158
51,83
71,101
192,231
176,214
225,230
17,45
84,120
158,195
105,139
31,64
16,15
84,89
191,198
68,68
207,212
51,49
139,141
155,159
121,124
34,27
104,105
173,178
243,251
9,148
46,22
157,133
204,125
179,37
141,30
176,12
56,232
40,185
51,187
59,172
171,55
36,86
6,53
73,50
89,64
5,28
160,78
135,96
125,106
129,109
132,112
218,86
242,92
196,107
201,101
216,55
212,59
201,69
190,23
195,56
184,77
180,67
228,145
236,135
149,208
141,200
33,152
30,231
18,167
81,212
73,225
78,231
66,216
67,220
76,215
83,205
76,193
67,209
56,201
37,221
40,218
30,209
