x,y
16,141
82,188
221,192
226,226
163,103
3,169
186,109
179,235
199,189
213,224
163,160
65,67
147,57
148,226
189,7
201,220
111,166
58,152
12,171
39,178
20,173
241,230
185,128
238,201
186,152
38,147
185,175
129,170
188,28
23,25
190,11
91,159
9,226
31,232
56,240
68,180
120,192
138,198
114,153
180,226
187,221
241,185
221,178
210,184
204,137
247,136
145,177
167,113
144,249
12,50
14,85
164,3
245,31
251,37
170,254
5,81
72,245
57,253
28,244
110,251
114,237
102,203
113,205
120,207
134,210
141,211
65,195
46,140
29,138
195,148
189,114
193,105
201,105
226,112
217,125
