x,y
208,20
214,3
251,30
221,55
232,71
199,63
231,109
245,124
253,165
248,176
255,208
255,224
245,227
238,237
246,239
229,225
242,217
212,170
204,142
190,166
198,180
177,186
156,202
183,203
177,215
186,226
179,229
165,243
166,233
165,224
161,212
145,213
138,213
119,225
114,247
124,253
24,254
54,242
80,239
77,218
70,206
55,213
37,241
22,232
20,217
6,202
97,148
123,194
65,165
24,137
18,146
7,155
162,185
157,162
153,154
139,145
154,145
170,145
147,134
161,105
148,105
133,105
114,113
106,127
95,124
81,123
65,113
77,88
98,78
9,118
18,109
7,77
9,97
5,88
119,91
128,84
156,79
178,77
184,69
170,36
156,37
144,43
131,51
118,59
115,72
70,73
94,53
130,23
41,53
59,54
62,44
63,35
76,30
81,36
88,26
95,24
90,19
108,13
115,5
95,12
83,6
74,3
63,9
52,7
50,15
43,20
13,34
9,27
4,21
6,11
232,251
51,125
226,82
