x,y
64,134
61,49
82,133
92,106
65,29
165,11
59,98
85,160
117,242
154,8
83,87
191,24
183,15
124,6
101,7
83,57
12,173
75,207
11,42
142,66
140,184
141,195
138,127
129,97
225,165
182,65
6,151
97,181
91,184
115,231
143,206
132,120
132,114
134,105
108,12
115,11
125,13
223,21
224,40
104,75
119,69
135,87
179,97
134,140
133,148
141,133
147,130
155,128
127,40
125,28
139,27
3,88
4,71
127,181
134,173
132,177
140,173
2,49
2,132
18,164
4,166
2,181
13,182
19,177
90,27
132,127
135,134
137,114
138,107
136,40
130,67
136,74
186,43
182,136
201,196
155,238
2,26
1,195
154,188
162,189
168,193
