x,y
157,170
73,79
115,13
245,134
99,22
93,69
6,68
183,170
22,38
68,13
78,94
45,48
228,166
59,51
118,139
207,170
66,65
228,142
77,89
46,25
89,137
248,158
86,55
32,54
113,133
81,28
3,46
180,146
125,144
19,61
75,84
205,147
107,125
237,71
36,94
29,176
75,137
58,138
42,147
33,154
63,173
62,194
97,213
240,227
17,209
78,147
129,210
20,163
7,228
19,221
12,214
250,232
183,231
175,219
179,217
139,134
167,77
183,91
180,80
213,107
185,103
193,100
157,114
121,28
125,34
138,34
132,22
130,19
186,47
228,10
217,8
202,7
225,3
252,46
255,53
11,34
120,104
192,139
208,139
199,72
201,84
15,121
13,134
13,139
28,197
47,186
52,229
160,91
21,200
26,208
26,215
68,170
44,189
83,230
54,143
6,38
93,1
85,39
109,21
116,8
118,45
122,22
207,179
158,138
10,99
2,132
147,135
175,49
180,70
207,66
215,65
204,59
220,76
212,82
210,101
230,42
237,52
115,181
