x,y
27,248
59,254
98,244
139,228
151,237
176,255
113,210
166,204
244,241
239,216
219,196
109,185
120,166
130,152
188,180
195,192
210,157
251,131
234,116
208,115
142,134
74,178
45,162
22,147
4,115
24,84
28,94
40,103
89,158
99,146
104,136
114,117
132,99
137,92
158,109
169,89
184,85
193,83
197,91
208,97
222,108
249,91
238,80
223,72
206,63
212,46
202,46
211,35
217,26
229,6
185,21
199,5
167,32
156,28
144,19
94,19
50,26
42,20
33,13
22,5
12,26
7,31
69,58
82,67
97,79
105,81
110,80
146,77
151,72
146,55
137,50
130,45
109,30
103,25
68,87
66,84
