x,y
2,16
31,76
107,97
217,87
194,132
240,93
22,93
17,124
110,119
106,130
103,141
100,159
93,176
60,203
77,210
113,175
116,160
120,148
123,134
129,121
142,112
157,118
156,127
153,140
147,157
146,168
141,183
167,54
171,31
192,62
237,80
223,66
201,182
206,168
206,154
211,139
233,233
166,120
172,121
179,122
189,125
90,93
6,223
20,232
57,241
86,252
64,154
67,139
71,123
140,62
106,106
83,100
194,214
186,211
183,207
176,204
176,218
184,223
45,180
35,166
26,167
31,156
38,153
26,143
48,129
119,200
116,213
121,213
126,212
110,211
101,210
95,211
93,206
122,197
137,195
133,204
128,197
83,203
86,196
147,46
139,49
230,29
232,25
232,23
233,18
