x,y
82,131
96,128
122,101
221,23
236,33
242,74
226,64
217,49
196,78
239,110
249,142
231,176
253,209
228,187
218,196
248,237
227,247
208,209
76,245
94,203
150,217
158,233
147,241
186,224
211,229
224,227
216,219
198,219
180,215
187,182
199,202
173,191
167,183
183,193
155,180
145,185
136,193
128,196
125,201
139,143
135,126
131,151
114,164
100,168
107,162
40,206
44,213
12,198
17,234
24,238
23,229
51,178
39,173
30,168
6,153
42,150
59,144
68,152
33,96
29,112
38,128
28,121
20,126
7,55
25,59
45,65
83,68
100,44
93,34
133,85
205,91
59,15
72,15
56,46
37,6
22,15
18,22
10,30
190,122
240,126
83,26
154,37
197,60
54,78
123,143
83,236
