x,y
4,232
49,179
84,177
159,152
137,170
123,20
99,166
45,233
247,66
38,165
165,56
17,223
241,101
170,64
65,219
236,75
208,93
219,118
131,41
160,50
33,214
25,147
167,121
12,161
184,85
83,206
147,29
69,185
182,141
127,149
106,189
17,112
133,9
24,249
26,181
237,240
154,72
169,93
183,214
178,160
155,240
161,250
221,182
62,31
42,126
80,50
230,230
212,65
247,176
240,165
47,10
61,10
33,33
12,26
5,34
17,4
38,4
99,6
55,57
34,50
38,60
19,78
8,82
6,92
45,84
43,90
42,94
11,110
5,121
19,126
64,134
39,138
4,153
140,62
145,65
147,69
157,9
214,31
220,39
192,45
150,122
129,127
109,141
92,164
130,209
129,218
128,238
167,233
200,200
195,191
222,172
225,141
