x,y
149,219
231,253
170,231
161,205
179,169
201,148
190,166
213,142
217,121
222,110
231,98
237,80
203,236
210,242
218,242
237,165
192,87
209,92
204,99
194,118
189,125
175,142
170,151
163,142
160,169
156,177
148,168
133,159
117,150
101,168
86,161
88,135
113,110
134,124
163,106
146,96
179,116
148,61
118,80
117,44
105,33
101,39
92,61
88,69
98,69
88,97
77,87
72,96
62,114
58,122
67,122
24,129
72,31
94,2
86,3
138,17
158,35
172,44
192,47
202,53
214,59
136,4
153,16
191,35
209,45
41,34
52,11
33,50
22,71
17,36
25,20
35,4
250,43
243,31
248,19
252,13
34,143
47,150
59,158
113,188
134,200
141,204
60,50
49,72
22,117
35,93
165,71
238,146
