x,y
99,193
41,189
175,191
135,196
31,193
19,191
204,197
75,192
144,187
47,194
84,195
163,191
149,196
58,187
200,187
1,196
96,82
133,88
168,108
171,114
187,98
208,101
197,87
225,127
231,118
246,153
237,111
220,98
222,88
235,87
229,76
97,155
114,155
110,156
101,157
120,113
120,107
112,95
112,87
112,79
119,87
139,100
156,78
175,146
217,153
221,146
210,150
111,191
210,188
235,249
236,242
245,189
167,145
145,141
140,141
15,233
9,144
3,158
56,156
43,106
38,151
15,108
37,85
59,87
33,99
74,91
73,86
69,92
73,78
131,54
112,72
45,54
35,53
56,54
69,50
83,50
120,40
55,39
64,31
55,30
60,25
67,20
123,18
85,11
96,3
168,24
169,45
178,31
169,7
219,18
177,71
148,59
91,61
162,88
169,94
164,99
187,70
223,51
218,73
239,33
229,41
214,90
233,30
250,34
244,74
249,69
251,66
249,101
187,149
194,155
195,147
203,154
205,146
53,3
19,57
13,61
5,67
