x,y
51,72
56,75
86,48
85,40
19,40
19,27
7,39
31,30
15,76
11,76
34,99
31,82
30,95
54,96
52,107
45,107
29,92
29,89
77,66
69,64
58,61
116,8
154,8
167,11
156,16
153,30
146,31
113,19
114,29
110,37
182,76
193,74
204,74
187,87
237,63
235,42
239,28
229,75
238,75
237,80
242,77
233,100
236,102
207,104
200,105
194,103
219,99
222,99
116,88
117,102
132,102
62,96
23,130
25,158
25,166
26,148
81,153
78,135
81,160
81,166
82,186
158,133
172,133
175,173
172,176
173,180
237,168
153,216
39,224
57,202
7,203
17,212
49,216
49,231
50,225
63,219
39,243
40,241
40,238
8,254
20,251
39,252
43,253
48,253
49,247
50,242
51,238
55,255
69,254
84,221
