x,y
5,10
7,27
34,4
29,4
69,38
224,51
240,45
252,48
251,30
255,26
243,3
215,6
185,13
167,4
141,3
153,3
89,28
101,46
102,39
102,33
99,14
100,6
137,50
132,49
128,49
125,49
115,48
203,49
199,49
191,50
163,49
168,49
38,46
8,40
242,85
196,82
72,80
78,90
6,81
5,124
20,132
28,131
56,131
91,126
122,142
128,141
17,162
5,141
11,148
5,165
5,176
14,184
5,186
26,187
49,181
146,147
160,145
170,141
170,151
180,139
179,157
194,153
197,127
69,205
152,162
141,158
141,173
156,173
133,167
8,202
8,214
6,225
5,235
17,228
24,237
19,234
27,237
70,215
87,239
75,238
67,239
187,167
178,179
196,179
132,183
135,196
127,195
122,205
112,210
115,190
110,196
117,229
121,236
129,223
120,216
126,230
130,215
135,215
141,203
133,205
146,197
146,206
144,212
147,218
140,225
140,233
129,243
148,240
157,226
163,220
166,254
166,243
171,209
178,198
189,191
166,195
160,186
158,197
154,207
189,212
208,220
209,231
207,241
197,235
197,249
228,242
243,245
251,235
241,226
251,217
219,225
227,211
221,209
215,202
219,198
227,193
227,198
236,193
235,201
214,191
204,199
204,204
222,170
151,255
105,249
6,252
6,244
83,132
96,132
246,154
234,156
233,134
246,127
244,134
253,143
255,127
245,173
217,142
225,142
196,136
204,131
229,150
