x,y
246,99
145,154
252,104
102,155
191,100
188,80
109,78
146,178
200,182
240,87
168,96
251,196
246,231
230,206
87,24
218,13
210,16
181,30
226,35
218,40
216,110
194,156
206,156
222,232
215,239
206,238
197,239
97,246
10,192
42,183
35,146
9,79
16,105
26,106
94,124
70,104
56,80
38,238
48,235
152,42
134,68
81,158
77,148
71,5
103,181
31,194
39,215
29,241
25,244
66,224
90,232
139,234
131,241
144,240
145,233
11,253
173,232
186,240
228,240
57,9
160,4
218,129
218,122
218,115
220,109
225,101
226,107
233,67
