x,y
209,145
51,253
50,200
100,228
79,239
79,197
49,141
26,155
172,77
135,207
60,216
130,78
128,213
113,80
66,248
210,175
187,73
146,77
70,246
63,171
73,187
90,98
98,119
109,135
140,120
49,210
19,235
95,201
106,192
152,169
167,165
199,36
188,37
171,38
156,43
165,27
148,26
135,29
136,44
123,44
115,46
118,33
107,51
92,51
82,42
78,57
89,33
60,74
66,61
56,54
39,74
20,82
15,101
7,84
2,109
73,33
249,128
246,83
241,90
234,93
235,79
221,81
211,78
203,83
214,97
213,112
196,102
174,110
163,122
186,142
196,149
126,183
122,169
230,145
223,178
53,198
18,194
146,215
166,198
198,199
175,250
161,243
92,249
83,252
226,221
214,253
241,243
234,238
231,231
226,234
210,131
171,242
253,81
