x,y
8,22
3,28
4,37
84,7
93,8
108,9
107,15
107,18
107,27
106,37
122,69
129,70
165,17
166,19
166,28
166,33
8,62
12,51
221,14
215,19
159,125
103,122
90,193
136,192
159,192
146,192
97,191
4,230
6,245
2,253
4,194
2,212
7,159
101,237
115,233
114,247
119,254
126,240
123,231
128,225
135,234
137,223
146,233
151,229
154,251
157,224
160,235
151,244
127,250
190,183
185,173
186,190
193,203
214,179
196,181
197,169
206,187
212,206
215,196
232,187
233,196
224,204
239,203
221,217
209,217
199,225
207,233
206,243
200,246
196,252
214,253
234,253
195,234
187,231
188,242
190,219
189,253
247,181
254,185
254,174
236,173
227,167
236,164
163,112
