x,y
193,85
208,19
149,175
149,188
150,203
149,218
134,216
133,172
127,173
81,168
79,160
104,171
93,204
111,172
119,173
103,218
96,217
142,123
145,94
99,115
118,119
91,85
80,87
209,211
207,126
246,132
240,120
239,111
202,76
204,81
212,185
238,192
205,238
202,173
192,134
236,210
242,210
239,228
136,31
144,47
146,74
133,71
111,71
119,53
101,45
90,53
41,29
45,34
13,26
5,42
50,64
40,103
43,108
55,120
73,121
47,104
95,135
12,89
14,93
1,94
7,91
9,184
9,152
51,171
51,181
57,180
48,191
10,219
50,219
95,173
254,68
247,68
230,52
245,26
252,29
138,36
50,45
46,29
124,118
144,102
111,120
94,74
48,58
4,88
10,97
13,103
20,110
16,116
8,117
12,110
10,121
93,165
208,154
236,217
236,159
204,251
85,195
97,200
212,128
214,107
139,23
74,208
75,213
1,245
