x,y
121,174
145,179
171,186
184,186
170,199
171,211
180,200
185,207
178,221
178,233
177,246
180,114
176,150
164,152
214,140
125,152
35,244
32,189
33,162
134,246
200,188
211,187
242,157
246,170
250,185
90,14
91,6
8,227
33,222
60,216
59,211
92,209
89,217
115,43
232,8
214,46
205,46
241,71
240,78
241,85
248,96
217,23
144,57
146,82
151,112
239,143
177,103
211,83
189,52
159,35
197,198
216,196
199,218
200,239
232,223
231,214
192,84
179,87
174,82
33,105
41,99
114,20
109,20
152,31
17,4
4,104
5,181
33,178
69,248
112,194
178,24
189,22
214,33
213,95
241,129
92,47
64,100
168,25
165,33
176,19
215,69
147,69
214,54
179,128
180,120
178,142
146,121
137,137
79,127
64,132
93,156
101,167
108,173
