x,y
143,78
156,200
253,110
231,110
233,87
208,109
181,106
162,82
133,102
75,92
97,79
130,131
132,145
162,130
131,227
130,168
125,196
98,219
134,192
114,137
24,15
36,29
53,29
64,35
107,47
83,19
84,31
93,36
104,37
132,2
128,22
139,31
162,25
163,59
174,75
88,85
135,53
123,73
79,87
62,96
64,81
48,82
34,82
24,76
24,87
20,96
54,51
58,88
205,2
233,3
232,24
232,45
234,67
205,65
204,44
204,24
170,128
82,205
99,205
58,141
102,150
68,151
13,134
19,141
85,217
101,142
82,135
109,63
117,95
201,129
131,156
205,87
162,234
