x,y
183,116
16,222
241,120
181,9
246,247
241,252
182,71
180,45
160,118
120,113
58,114
7,76
31,78
51,76
73,75
151,78
20,114
11,242
88,250
83,240
109,243
137,251
56,252
111,215
3,223
191,177
161,167
166,239
173,232
193,217
228,202
217,199
214,185
212,173
109,183
94,183
183,254
156,235
13,1
25,170
39,161
57,168
62,168
67,169
91,172
105,166
112,171
119,171
124,168
138,170
149,172
205,141
206,133
208,127
236,127
245,136
236,19
231,14
172,244
187,240
185,223
203,223
23,128
198,55
221,127
243,142
243,132
229,179
131,175
127,182
16,169
87,204
120,198
181,246
