x,y
128,4
35,8
35,14
30,42
138,62
148,74
171,68
180,68
169,29
169,10
151,2
159,2
165,2
171,3
176,1
182,3
53,7
57,7
69,51
73,54
73,61
92,68
90,98
128,148
191,119
238,5
243,14
252,23
248,38
244,47
240,58
255,56
255,67
227,65
210,75
200,69
192,69
194,85
192,96
209,91
224,80
226,74
236,82
254,100
246,86
246,97
254,81
229,92
215,106
219,94
195,112
212,125
214,135
208,117
231,120
225,132
220,116
244,111
243,120
229,102
255,126
253,123
244,127
252,138
252,157
192,144
184,138
189,159
179,145
179,155
152,137
164,147
160,156
30,111
34,107
53,69
128,193
237,196
245,200
255,199
186,195
189,173
188,177
4,231
10,192
31,193
44,187
90,233
144,233
46,240
19,239
17,245
18,254
231,141
198,126
207,65
216,70
227,83
233,77
235,72
250,72
249,53
246,60
250,145
240,133
229,126
200,105
206,101
206,85
205,80
