x,y
187,128
212,73
212,22
166,174
148,194
92,33
97,164
166,63
122,63
126,173
210,95
148,62
93,71
156,173
148,173
21,106
97,8
101,112
95,119
52,106
126,114
182,113
179,67
149,205
57,229
52,247
216,187
218,232
218,245
98,80
155,165
63,63
53,115
62,115
72,116
79,115
89,113
161,45
137,43
119,43
65,39
16,32
97,232
216,172
84,204
120,192
120,172
28,146
15,244
21,245
27,245
19,229
133,247
139,246
144,247
156,234
34,154
31,114
55,87
69,86
65,95
63,91
114,114
253,165
14,46
37,59
53,60
57,65
17,75
97,21
157,7
158,95
15,134
26,139
30,137
219,94
160,120
182,235
