x,y
183,55
46,182
203,17
221,210
126,67
37,170
42,224
81,224
139,81
39,150
86,99
23,190
170,245
116,100
96,242
150,53
66,114
201,225
247,14
38,211
52,125
240,230
94,85
104,252
62,201
71,132
31,135
69,255
157,70
68,210
154,253
95,116
208,38
230,25
181,28
167,43
117,77
78,41
7,84
17,10
115,194
94,221
87,169
221,7
14,24
20,31
23,38
52,31
56,42
66,22
78,14
81,14
97,6
27,75
22,80
15,66
23,65
23,61
18,54
35,230
43,246
51,251
76,179
95,170
109,152
106,158
121,152
128,157
134,157
132,162
124,170
127,172
133,177
140,173
156,166
156,161
151,155
147,151
143,144
141,142
186,147
191,159
202,161
204,119
200,128
249,238
254,244
204,252
125,215
124,199
116,222
118,229
122,237
130,247
