x,y
5,193
6,170
83,244
88,245
7,147
115,247
5,100
26,241
253,60
95,246
191,245
6,124
7,42
95,239
5,71
103,245
6,232
70,245
16,32
33,33
49,42
80,42
18,63
129,71
140,62
151,61
169,64
180,65
191,52
188,33
190,8
211,8
220,21
227,22
223,32
204,56
235,54
246,70
246,80
231,77
203,73
182,83
212,96
229,122
246,115
203,121
201,131
157,117
127,107
223,147
207,151
160,151
149,152
139,148
128,148
250,164
241,193
232,198
214,194
200,191
185,185
191,175
179,175
179,164
168,176
119,182
122,202
105,194
76,184
86,149
79,152
69,151
46,154
41,173
43,108
50,121
62,125
77,129
76,123
56,210
123,233
106,230
104,218
88,231
81,209
5,92
252,31
138,246
105,111
99,134
139,176
228,148
101,126
