x,y
187,51
237,68
200,65
225,54
209,74
73,179
161,237
18,124
18,95
87,197
101,214
106,183
89,164
130,205
126,236
38,144
76,149
3,108
146,222
56,161
143,255
51,124
220,41
241,56
241,103
218,77
241,171
236,172
65,247
7,160
30,155
224,232
165,174
117,129
124,123
125,136
131,129
135,134
97,222
195,29
79,9
62,26
51,38
38,51
29,60
18,48
25,40
32,32
6,24
30,4
109,160
149,178
155,155
92,2
36,215
58,217
87,223
97,233
103,239
93,249
89,255
75,251
197,80
191,85
187,88
182,92
175,100
170,104
159,114
164,110
207,81
214,87
217,90
222,96
160,59
155,50
222,108
219,109
217,112
212,116
201,126
199,129
193,133
234,124
230,128
227,131
223,135
220,139
216,142
203,129
132,198
137,207
134,161
