x,y
140,74
89,199
142,5
111,236
139,230
139,111
138,214
109,54
139,54
112,115
138,244
109,154
16,173
72,196
138,133
114,16
112,251
56,168
209,73
211,28
185,231
71,210
53,252
196,90
58,143
79,123
113,72
31,27
53,16
204,139
206,129
227,123
225,113
231,104
42,32
29,64
41,66
17,91
35,101
30,84
44,81
43,135
39,146
93,146
30,202
99,237
97,251
70,228
199,245
198,251
168,204
192,226
183,226
175,226
168,225
226,227
244,202
142,90
214,102
214,96
250,86
239,86
244,54
243,20
232,22
218,10
197,8
206,7
206,11
19,227
11,227
4,228
79,45
91,45
90,64
45,168
112,130
109,96
214,127
220,128
199,211
40,110
156,29
155,37
24,237
