x,y
212,251
141,176
122,158
51,83
71,101
192,231
176,214
227,234
17,45
89,118
158,195
109,136
31,64
16,15
84,89
191,198
68,68
207,212
51,49
139,141
157,159
121,124
33,33
104,108
173,178
243,251
6,151
44,22
157,133
204,125
179,37
141,30
176,12
54,228
40,185
54,186
59,175
171,55
36,86
6,53
73,50
89,64
5,28
77,193
83,206
81,212
77,214
68,209
57,202
66,217
68,222
73,225
79,233
230,144
237,139
244,91
34,153
24,170
41,219
36,223
33,207
18,235
30,231
144,198
154,207
216,55
212,60
221,85
203,68
183,65
189,79
160,79
203,101
206,91
198,108
154,121
191,24
133,98
133,108
135,112
126,108
