x,y
52,21
62,3
48,6
74,12
90,11
83,5
84,48
60,66
53,85
61,105
73,96
69,44
140,30
126,15
117,17
121,28
99,28
87,40
127,38
163,50
160,61
155,32
141,19
142,6
162,6
139,57
145,70
145,84
146,99
125,53
139,46
142,39
174,65
73,75
79,86
99,95
96,70
84,65
79,59
66,54
75,125
86,153
91,138
100,119
101,111
106,133
112,152
96,164
86,166
115,186
122,171
128,151
94,189
88,184
79,171
51,139
31,142
86,200
78,207
77,225
102,209
106,201
118,202
100,195
117,216
109,224
106,236
121,236
121,249
94,251
57,243
132,182
150,181
146,191
148,204
148,219
144,227
152,231
142,243
150,132
142,111
138,165
124,73
108,95
101,76
111,71
107,168
98,180
235,89
205,107
245,132
189,143
206,144
204,170
206,209
207,224
54,176
50,173
26,211
26,218
27,230
40,230
46,208
67,189
6,251
202,247
203,253
187,246
178,246
236,204
235,211
242,209
245,175
240,26
233,25
231,43
253,59
253,68
253,48
239,58
227,59
236,71
225,69
231,6
248,5
158,42
171,18
203,57
181,50
207,17
181,63
161,16
12,78
114,129
124,85
