x,y
210,193
155,184
107,131
108,122
110,115
136,79
177,91
182,110
195,81
203,78
150,94
150,100
156,103
160,105
221,116
243,144
174,156
126,126
96,165
75,155
169,62
138,60
112,55
118,52
100,73
54,121
78,28
73,19
120,33
132,18
119,68
94,56
124,48
212,43
220,19
224,42
236,33
241,27
226,9
230,73
200,15
214,7
146,182
59,132
27,59
36,74
40,78
28,72
43,95
50,100
64,117
117,150
152,162
154,141
156,70
179,38
183,76
192,62
107,49
127,39
118,24
120,134
153,222
150,242
76,222
74,232
19,247
158,2
232,27
230,37
