x,y
135,241
232,162
177,213
203,180
161,219
177,210
129,242
214,189
205,191
143,238
141,238
209,187
204,178
208,192
162,223
162,164
182,152
209,133
238,112
185,112
201,104
212,91
190,217
207,242
201,236
198,228
173,236
161,243
250,253
237,239
239,231
223,211
227,216
231,220
236,179
230,156
51,16
12,25
32,28
49,47
77,18
88,33
112,44
78,57
40,59
33,66
19,71
9,116
38,97
49,87
79,99
56,125
70,231
14,248
25,239
39,248
34,205
53,203
16,150
7,165
28,143
34,178
44,169
25,193
102,48
158,13
153,57
167,59
59,72
69,85
