x,y
210,111
221,119
237,128
248,137
171,139
187,149
197,155
214,166
225,173
240,185
119,88
133,90
138,80
240,88
219,88
213,242
225,223
174,245
186,225
198,206
136,247
147,227
158,208
171,189
107,230
119,210
132,191
141,169
109,160
210,188
176,168
87,199
75,221
95,249
73,161
46,188
85,128
72,147
10,163
23,145
35,125
46,107
62,82
45,7
45,18
55,17
80,10
77,1
91,28
149,72
180,62
190,66
176,58
219,49
196,37
237,63
220,8
229,12
235,16
244,22
251,25
131,64
8,153
132,103
101,125
93,127
123,137
131,140
185,174
205,186
238,206
233,203
53,246
62,251
100,182
56,170
31,222
34,219
39,212
48,201
59,184
68,170
85,143
44,94
31,112
20,130
75,27
82,23
