x,y
249,228
17,38
75,98
138,160
178,200
9,26
164,185
40,63
58,79
89,111
17,159
174,97
205,43
5,148
114,107
157,77
13,162
185,88
25,131
181,65
133,124
195,82
251,15
187,58
3,3
38,144
126,100
143,117
220,36
204,75
243,24
231,59
23,156
197,49
133,94
3,170
234,27
156,110
223,66
211,233
196,217
72,152
92,172
176,254
41,194
76,214
86,207
103,195
85,236
151,45
163,61
171,107
178,111
190,97
200,100
213,118
147,75
245,212
31,159
8,178
78,233
223,81
142,38
95,1
152,5
152,9
210,84
200,90
198,92
188,186
13,238
