x,y
15,23
75,34
60,10
116,20
123,14
131,5
141,9
159,35
150,19
121,43
99,54
104,65
130,88
160,145
161,129
180,157
191,146
199,120
229,53
244,76
240,26
216,11
202,24
198,26
188,32
185,35
181,39
178,51
186,60
202,76
197,83
210,94
206,88
194,77
197,70
191,192
208,230
219,252
251,207
237,183
249,160
255,157
240,145
209,139
221,135
236,133
234,127
229,120
224,113
217,113
207,116
165,205
167,223
110,233
128,251
108,202
113,217
126,168
120,139
97,136
108,180
117,174
57,245
42,238
35,217
18,231
43,209
81,209
92,202
131,196
94,223
80,223
83,236
65,211
68,191
22,159
63,228
48,225
100,113
93,113
87,122
68,140
22,120
17,81
40,54
33,36
4,66
59,97
71,81
33,108
23,104
47,107
52,97
9,209
