x,y
219,6
218,38
215,185
186,64
216,171
213,178
124,85
216,137
215,94
108,86
111,68
217,5
216,130
217,21
216,166
217,145
41,221
49,245
75,246
96,240
156,219
115,201
107,201
44,182
191,227
210,225
9,145
21,144
8,99
21,98
36,94
36,108
37,121
113,117
93,117
91,121
90,125
60,151
72,152
86,153
114,144
120,149
104,161
132,150
139,164
166,165
178,142
184,144
181,150
175,116
183,116
183,124
210,154
191,166
15,31
43,32
69,31
98,31
114,23
183,26
213,52
161,13
164,7
173,9
182,6
182,10
201,12
196,16
124,53
217,119
242,177
240,195
240,209
241,229
89,13
97,199
93,207
