x,y
209,145
54,254
48,201
102,230
82,241
81,200
47,147
30,155
172,77
141,209
63,216
131,78
130,216
115,81
68,251
210,175
186,74
146,77
76,249
63,171
74,189
90,98
98,119
109,135
141,121
50,212
22,237
95,201
106,192
152,169
167,165
199,36
188,37
171,38
156,43
165,27
148,26
135,29
136,44
123,44
115,46
118,33
107,51
92,51
82,42
78,57
89,33
60,74
66,61
56,54
39,74
20,82
15,101
7,84
2,109
73,33
249,128
246,83
244,91
237,94
236,80
221,81
211,78
205,86
214,97
213,112
196,102
174,110
163,122
186,142
196,149
126,183
122,169
232,146
223,178
55,199
19,195
146,215
167,200
198,199
175,250
161,243
92,249
85,254
226,221
241,243
234,238
233,232
226,234
210,131
171,242
253,81
