x,y
228,104
215,99
226,94
229,77
223,116
228,126
224,141
232,146
229,162
216,164
196,153
191,167
197,124
201,184
228,190
214,186
203,198
194,199
175,192
177,206
166,205
164,196
144,197
149,187
128,198
124,187
106,199
108,172
139,169
130,138
130,123
110,86
226,8
227,42
218,36
200,45
199,66
187,37
187,44
190,12
138,11
134,37
130,46
152,2
163,1
106,19
113,24
114,29
111,36
88,30
72,20
72,2
15,30
29,45
36,47
28,66
29,72
35,66
38,73
4,85
14,85
50,83
59,85
63,81
71,93
78,84
90,84
105,69
71,114
18,124
5,124
29,150
36,152
34,155
32,165
33,173
36,176
47,124
59,124
91,123
108,114
51,202
42,198
17,198
222,233
255,192
254,203
254,218
255,172
255,159
230,243
232,199
227,67
133,161
