x,y
10,74
32,121
7,244
198,193
178,118
29,145
9,92
9,118
199,95
200,148
32,103
33,95
177,149
31,163
179,190
33,213
178,165
9,217
178,212
11,180
31,186
195,253
198,234
12,153
26,231
180,95
198,123
207,186
178,233
198,216
216,128
110,233
115,241
113,188
81,175
244,249
42,155
110,166
113,154
122,150
84,150
78,133
67,133
71,121
40,121
98,102
121,129
115,128
116,119
124,111
128,107
210,76
207,64
174,57
143,54
207,115
214,116
141,156
251,88
215,105
223,106
228,104
233,105
213,87
239,106
75,92
52,108
82,93
113,135
9,199
112,226
126,212
108,240
78,120
82,122
80,109
119,134
208,166
249,227
