x,y
7,31
10,40
32,10
36,26
35,37
62,24
59,35
100,17
100,54
104,79
73,81
55,79
62,62
41,82
17,72
23,86
76,109
90,107
97,107
107,107
105,114
135,111
56,113
37,120
19,184
37,183
27,172
96,181
107,174
101,134
104,129
146,32
152,47
131,51
150,64
152,79
169,83
194,87
185,64
172,48
221,28
247,16
250,24
248,40
236,111
217,114
226,99
246,126
247,138
253,152
255,109
229,130
226,148
182,143
204,110
188,109
175,107
161,111
126,176
119,185
173,189
134,204
140,223
154,224
154,231
171,231
178,231
184,230
191,231
198,231
204,231
254,231
241,230
247,206
249,180
229,167
247,157
207,177
245,87
33,213
28,203
67,206
77,200
96,201
115,208
118,223
117,243
163,247
194,246
201,238
237,245
68,244
46,202
137,178
249,64
222,14
99,34
188,18
156,172
68,137
65,151
36,168
171,169
81,206
66,215
226,225
216,226
