x,y
103,98
101,121
111,117
137,148
140,111
133,88
126,77
160,102
184,91
205,91
214,126
220,156
225,183
187,189
174,157
168,131
237,165
241,172
243,184
253,182
221,88
222,98
225,110
9,17
26,9
50,2
105,23
79,30
64,35
46,39
56,38
34,49
10,52
19,77
28,73
49,67
82,55
59,92
47,112
57,120
210,63
248,60
91,78
126,65
122,55
58,61
74,160
112,145
124,163
119,145
8,253
52,237
145,214
22,49
92,56
71,43
92,104
72,150
121,92
205,82
233,127
240,124
178,165
132,227
171,241
173,247
175,254
217,249
218,219
228,217
243,210
