x,y
247,11
62,114
174,225
133,187
113,170
82,134
155,208
96,151
47,97
13,59
28,80
46,59
83,95
139,152
175,190
67,79
156,168
230,251
236,221
252,170
234,189
218,204
10,19
160,237
100,23
81,12
159,14
132,7
130,63
54,205
118,132
99,115
22,38
34,24
243,204
170,168
177,176
188,183
119,200
128,209
195,44
202,66
81,74
69,61
58,44
92,247
183,205
62,133
239,98
231,80
105,189
35,102
234,23
91,8
113,7
113,22
126,22
148,45
153,47
145,54
134,52
133,105
137,98
143,94
150,88
216,73
221,76
226,82
230,92
232,14
184,88
180,93
173,99
163,108
158,114
150,119
146,125
194,117
187,123
187,132
207,139
214,138
234,132
241,139
221,160
130,201
136,202
151,214
35,219
15,236
37,228
103,252
11,145
19,140
