x,y
3,59
22,239
21,247
22,231
20,226
22,219
19,212
20,201
20,193
19,185
20,178
58,196
48,219
65,217
57,251
111,221
98,218
82,217
159,249
193,254
227,250
251,251
207,201
191,197
213,191
250,192
251,169
230,170
250,132
211,154
215,139
219,124
221,99
231,97
248,96
249,90
247,83
230,85
226,85
218,74
220,48
191,28
190,46
188,63
191,80
107,84
91,82
77,83
81,105
129,104
149,103
161,104
180,104
157,113
158,128
157,147
157,158
149,168
124,175
124,193
129,200
116,200
152,197
165,184
174,168
182,151
187,137
189,117
99,201
82,200
91,194
89,186
89,175
58,179
60,146
57,130
89,126
87,149
89,160
90,115
