x,y
5,13
28,17
41,40
53,68
39,71
31,77
79,23
66,16
94,12
113,6
103,25
145,20
132,7
179,54
237,7
235,33
220,16
212,66
205,80
192,90
172,71
141,78
129,83
145,94
151,110
169,108
232,82
223,98
255,112
241,137
229,156
254,239
209,221
239,222
160,236
171,225
196,232
184,222
144,191
125,245
63,247
148,226
148,218
129,210
103,211
98,231
84,223
72,230
65,202
10,189
31,154
8,136
141,159
202,133
174,143
60,109
89,125
86,74
79,97
99,105
65,81
124,108
117,97
125,115
135,130
142,142
146,149
41,104
57,3
34,3
173,187
58,153
17,205
3,213
188,177
216,111
167,83
189,122
