x,y
26,245
12,228
83,237
92,230
84,227
76,223
77,213
71,207
63,205
57,197
54,191
31,172
17,184
12,183
6,159
30,142
39,136
50,161
48,173
54,177
58,184
61,188
66,196
86,214
101,217
110,207
101,185
99,172
115,197
175,251
177,236
172,213
157,213
153,224
149,235
142,249
191,246
191,242
192,236
195,226
197,215
201,206
204,196
205,192
206,187
187,186
193,180
193,170
195,161
205,251
201,252
204,242
212,232
211,229
211,218
216,215
253,228
251,194
243,204
244,214
223,201
229,173
245,174
230,150
219,164
221,184
207,176
210,166
209,156
211,147
212,141
219,149
128,184
136,175
133,161
129,158
127,153
124,149
120,144
121,130
93,132
78,146
73,143
68,146
54,122
81,112
51,116
28,104
7,112
6,93
9,85
26,82
27,87
31,90
34,94
37,99
44,96
51,98
39,75
37,64
47,57
55,51
63,49
69,43
79,64
74,71
81,87
66,71
97,63
101,94
116,116
142,100
139,100
169,81
197,139
198,134
199,130
199,127
202,116
201,109
201,103
201,96
199,90
197,83
214,114
214,107
214,98
214,89
211,81
185,77
176,75
230,105
250,81
231,56
226,68
227,79
129,29
126,83
133,81
122,73
120,67
113,59
115,54
106,45
77,40
84,33
102,37
97,30
103,21
110,13
111,8
120,7
172,6
160,7
190,32
187,27
185,45
174,14
