x,y
97,16
105,16
111,15
116,16
131,15
116,31
131,50
123,61
39,13
44,13
50,14
57,14
61,13
37,31
53,40
64,33
64,44
61,36
65,62
35,56
34,46
43,64
28,17
94,47
156,37
174,68
215,19
217,51
56,121
58,111
51,106
96,84
119,110
179,123
160,127
160,92
160,98
160,102
122,94
56,171
56,196
90,175
91,193
104,159
126,156
129,162
137,158
145,159
184,161
180,166
184,173
183,182
183,190
187,202
200,193
213,210
249,96
247,123
251,129
124,180
92,204
108,203
102,210
154,190
148,203
153,171
242,236
174,226
157,255
139,229
25,219
7,191
34,181
17,206
3,159
61,220
63,229
105,254
30,176
2,90
248,57
