x,y
236,114
237,130
238,100
228,99
181,101
147,134
131,115
116,91
110,96
103,100
181,178
139,96
95,235
179,228
204,234
239,213
248,198
248,183
242,177
236,192
240,231
181,141
180,133
164,181
8,58
13,35
44,33
28,37
45,20
56,35
9,9
25,10
59,3
114,8
113,18
113,34
102,41
141,3
155,9
169,8
138,22
144,38
133,43
188,29
186,39
192,42
198,41
209,40
222,41
207,29
222,20
227,15
230,26
240,41
234,177
36,240
98,147
102,145
4,100
4,89
4,79
63,238
152,173
194,123
193,130
122,169
113,202
115,210
193,169
192,150
38,215
