x,y
19,252
22,230
33,235
34,250
89,252
87,240
105,244
240,234
250,227
230,215
227,207
252,187
220,212
203,224
39,220
69,212
70,204
75,198
84,203
120,217
147,215
146,208
157,203
160,197
154,188
181,179
198,167
191,173
189,161
221,171
248,135
249,102
237,79
242,63
216,27
209,14
184,118
198,14
186,53
186,62
204,91
185,101
224,131
232,139
214,160
151,132
125,162
111,164
93,181
11,200
25,157
59,158
57,151
67,148
54,125
20,139
9,142
5,135
38,121
102,118
115,114
86,99
36,44
31,35
27,28
18,18
39,19
66,14
54,6
64,3
106,33
179,112
124,48
134,43
132,79
134,88
122,79
164,81
160,75
169,76
164,26
85,86
152,146
