x,y
238,74
229,164
245,194
30,4
221,206
67,148
173,187
166,165
56,223
115,228
163,216
174,237
160,249
141,255
118,255
99,243
56,248
21,247
30,235
77,204
87,187
87,170
94,178
107,177
120,164
116,176
121,185
150,180
139,162
93,155
83,145
75,163
68,168
63,187
93,216
107,197
87,237
79,231
43,242
19,224
7,193
36,197
28,160
34,175
12,154
35,142
23,134
49,151
50,165
50,185
5,218
15,211
31,215
183,141
134,144
152,143
96,254
48,254
121,99
169,206
233,194
225,113
152,116
109,70
109,79
88,65
76,77
38,29
27,25
24,20
55,29
80,31
181,54
170,69
228,75
224,77
95,33
107,32
105,23
105,4
94,23
88,24
252,71
233,75
44,77
15,64
13,95
