x,y
158,139
243,94
254,53
156,143
196,84
161,47
13,191
128,6
1,217
0,174
250,142
18,230
240,107
236,169
95,249
174,124
136,22
21,238
237,128
22,198
39,217
155,41
211,144
228,77
251,185
250,89
155,81
172,106
85,6
89,17
114,42
109,126
125,158
187,68
73,223
88,210
107,195
148,98
103,53
100,45
78,18
89,31
146,245
31,249
93,246
106,238
112,233
122,223
130,206
107,225
154,187
163,179
174,165
189,151
193,147
214,163
126,168
137,159
167,131
234,181
221,169
247,195
145,92
37,39
47,31
56,23
85,23
88,27
69,149
53,159
62,154
41,102
28,117
3,162
6,168
41,202
78,140
111,155
117,161
123,134
9,238
2,231
133,250
201,219
242,116
213,47
218,71
242,17
178,14
